Park Code,Park Name,Category,Order,Family,Scientific Name,Common Names,Occurrence,Nativeness,Abundance,NPS Tags
CUVA,Cuyahoga Valley National Park,Bird,Charadriiformes,Scolopacidae,Calidris minutilla,Least Sandpiper,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Charadriiformes,Scolopacidae,Gallinago gallinago,"Common Snipe, Wilson's Snipe",Present,Native,Uncommon,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Charadriiformes,Scolopacidae,Scolopax minor,American Woodcock,Present,Native,Uncommon,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Charadriiformes,Scolopacidae,Tringa melanoleuca,Greater Yellowlegs,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Charadriiformes,Scolopacidae,Tringa solitaria,Solitary Sandpiper,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Columbiformes,Columbidae,Columba livia,"Rock Dove, Rock Pigeon",Present,Non-native,Abundant,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Columbiformes,Columbidae,Columbina passerina,"Common Ground Dove, Common Ground-Dove",Present,Native,Occasional,Vagrant
CUVA,Cuyahoga Valley National Park,Bird,Columbiformes,Columbidae,Zenaida macroura,Mourning Dove,Present,Native,Abundant,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Coraciiformes,Alcedinidae,Ceryle alcyon,Belted Kingfisher,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-billed Cuckoo,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Black-billed Cuckoo,Present,Native,Uncommon,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Present,Native,Rare,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,peregrine falcon,Present,Native,Rare,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Falconiformes,Falconidae,Falco sparverius,American Kestrel,Present,Native,Uncommon,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Galliformes,Odontophoridae,Colinus virginianus,Northern Bobwhite,Not In Park,Native,Unknown,Management Priority
CUVA,Cuyahoga Valley National Park,Bird,Galliformes,Phasianidae,Bonasa umbellus,Ruffed Grouse,Present,Native,Rare,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Galliformes,Phasianidae,Meleagris gallopavo,Wild Turkey,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Galliformes,Phasianidae,Phasianus colchicus,Ring-necked Pheasant,Present,Non-native,Uncommon,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,common loon,Present,Native,Rare,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Gruiformes,Gruidae,Grus canadensis,sandhill crane,Present,Native,Occasional,Management Priority; Vagrant
CUVA,Cuyahoga Valley National Park,Bird,Gruiformes,Rallidae,Fulica americana,American Coot,Present,Native,Common,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Gruiformes,Rallidae,Gallinula chloropus,Common Moorhen,Present,Native,Rare,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Gruiformes,Rallidae,Porzana carolina,Sora,Present,Native,Uncommon,Management Priority; Breeder
CUVA,Cuyahoga Valley National Park,Bird,Gruiformes,Rallidae,Rallus elegans,King Rail,Not In Park,Native,Unknown,Management Priority
CUVA,Cuyahoga Valley National Park,Bird,Gruiformes,Rallidae,Rallus limicola,Virginia Rail,Present,Native,Uncommon,Management Priority; Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Alaudidae,Eremophila alpestris,Horned Lark,Present,Native,Uncommon,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Bombycillidae,Bombycilla cedrorum,Cedar Waxwing,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Bombycillidae,Bombycilla garrulus,bohemian waxwing,Present,Native,Occasional,Vagrant
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Calcariidae,Calcarius lapponicus,lapland longspur,Present,Native,Occasional,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Calcariidae,Plectrophenax nivalis,snow bunting,Present,Native,Occasional,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Cardinalidae,Cardinalis cardinalis,Northern Cardinal,Present,Native,Abundant,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Cardinalidae,Passerina cyanea,Indigo Bunting,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Cardinalidae,Pheucticus ludovicianus,Rose-breasted Grosbeak,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Cardinalidae,Piranga olivacea,Scarlet Tanager,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Cardinalidae,Piranga rubra,summer tanager,Present,Native,Rare,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Cardinalidae,Spiza americana,dickcissel,Present,Native,Occasional,Vagrant
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Present,Native,Rare,Management Priority; Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Corvidae,Corvus brachyrhynchos,American Crow,Present,Native,Abundant,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Corvidae,Cyanocitta cristata,Blue Jay,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Emberizidae,Ammodramus henslowii,Henslow's Sparrow,Present,Native,Uncommon,Management Priority; Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Emberizidae,Ammodramus nelsoni,Nelson's sharp-tailed sparrow,Present,Native,Occasional,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow,Present,Native,Uncommon,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Emberizidae,Junco hyemalis,Dark-eyed Junco,Present,Native,Common,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Emberizidae,Melospiza georgiana,Swamp Sparrow,Present,Native,Uncommon,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Emberizidae,Melospiza melodia,Song Sparrow,Present,Native,Abundant,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah Sparrow,Present,Native,Uncommon,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Emberizidae,Passerella iliaca,Fox Sparrow,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Emberizidae,Pipilo erythrophthalmus,"Eastern Towhee, Rufous-sided Towhee",Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Emberizidae,Pooecetes gramineus,Vesper Sparrow,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Emberizidae,Spizella arborea,American Tree Sparrow,Present,Native,Common,Resident
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Emberizidae,Spizella passerina,Chipping Sparrow,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Emberizidae,Spizella pusilla,Field Sparrow,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Emberizidae,Zonotrichia albicollis,White-throated Sparrow,Present,Native,Common,Resident
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Emberizidae,Zonotrichia leucophrys,White-crowned Sparrow,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Fringillidae,Carduelis flammea,common redpoll,Present,Native,Occasional,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Fringillidae,Carduelis pinus,Pine Siskin,Present,Native,Uncommon,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Fringillidae,Carduelis tristis,American Goldfinch,Present,Native,Abundant,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Fringillidae,Carpodacus mexicanus,House Finch,Present,Non-native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Fringillidae,Carpodacus purpureus,Purple Finch,Present,Native,Uncommon,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak,Present,Native,Rare,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,red crossbill,Present,Native,Occasional,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Fringillidae,Loxia leucoptera,white-winged crossbill,Present,Native,Occasional,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Fringillidae,Pinicola enucleator,pine grosbeak,Present,Native,Occasional,Vagrant
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Hirundinidae,Hirundo pyrrhonota,cliff swallow,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Hirundinidae,Hirundo rustica,Barn Swallow,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-winged Swallow,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Icteridae,Agelaius phoeniceus,Red-winged Blackbird,Present,Native,Abundant,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Icteridae,Dolichonyx oryzivorus,Bobolink,Present,Native,Uncommon,Management Priority; Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Icteridae,Euphagus carolinus,Rusty Blackbird,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Icteridae,Icterus galbula,Northern Oriole,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Icteridae,Icterus spurius,Orchard Oriole,Present,Native,Uncommon,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Icteridae,Molothrus ater,Brown-headed Cowbird,Present,Non-native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Icteridae,Quiscalus quiscula,Common Grackle,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Icteridae,Sturnella magna,Eastern Meadowlark,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Icteridae,Xanthocephalus xanthocephalus,yellow-headed blackbird,Present,Native,Occasional,Vagrant
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Laniidae,Lanius excubitor,northern shrike,Present,Native,Occasional,Vagrant
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Not In Park,Native,Unknown,Management Priority
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Mimidae,Dumetella carolinensis,Gray Catbird,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Mimidae,Mimus polyglottos,Northern Mockingbird,Present,Native,Rare,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Mimidae,Toxostoma rufum,Brown Thrasher,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Motacillidae,Anthus rubescens,american pipit,Present,Native,Rare,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Paridae,Parus atricapillus,Black-capped Chickadee,Present,Native,Abundant,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Paridae,Parus bicolor,Tufted Titmouse,Present,Native,Abundant,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Dendroica caerulescens,Black-throated Blue Warbler,Present,Native,Common,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Dendroica castanea,Bay-breasted Warbler,Present,Native,Common,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Dendroica cerulea,Cerulean Warbler,Present,Native,Uncommon,Management Priority; Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Dendroica coronata,Yellow-rumped Warbler,Present,Native,Common,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Dendroica discolor,Prairie Warbler,Present,Native,Rare,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Dendroica dominica,Yellow-throated Warbler,Present,Native,Uncommon,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Dendroica fusca,Blackburnian Warbler,Present,Native,Uncommon,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Dendroica magnolia,Magnolia Warbler,Present,Native,Common,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Dendroica palmarum,Palm Warbler,Present,Native,Common,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Dendroica pensylvanica,Chestnut-sided Warbler,Present,Native,Uncommon,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Dendroica petechia,Yellow Warbler,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Dendroica pinus,Pine Warbler,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Dendroica striata,Blackpoll Warbler,Present,Native,Common,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Dendroica tigrina,Cape May Warbler,Present,Native,Common,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Dendroica virens,Black-throated Green Warbler,Present,Native,Uncommon,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Geothlypis trichas,Common Yellowthroat,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Helmitheros vermivorus,Worm-eating Warbler,Present,Native,Rare,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Icteria virens,Yellow-breasted Chat,Present,Native,Rare,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Mniotilta varia,Black-and-white Warbler,Present,Native,Common,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Oporornis agilis,Connecticut Warbler,Present,Native,Rare,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Oporornis formosus,Kentucky Warbler,Present,Native,Uncommon,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Oporornis philadelphia,Mourning Warbler,Present,Native,Uncommon,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Parula americana,Northern Parula,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Protonotaria citrea,Prothonotary Warbler,Present,Native,Uncommon,Management Priority; Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Seiurus aurocapillus,Ovenbird,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Seiurus motacilla,Louisiana Waterthrush,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Seiurus noveboracensis,northern waterthrush,Present,Native,Common,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Setophaga ruticilla,American Redstart,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Vermivora celata,orange-crowned warbler,Present,Native,Rare,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Vermivora chrysoptera,Golden-winged Warbler,Present,Native,Rare,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Vermivora peregrina,Tennessee Warbler,Present,Native,Common,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Vermivora pinus,Blue-winged Warbler,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Present,Native,Common,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Wilsonia canadensis,Canada Warbler,Present,Native,Rare,Management Priority; Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Wilsonia citrina,Hooded Warbler,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Present,Native,Common,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Passeridae,Passer domesticus,House Sparrow,Present,Non-native,Abundant,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Polioptilidae,Polioptila caerulea,Blue-gray Gnatcatcher,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Regulidae,Regulus calendula,Ruby-crowned Kinglet,Present,Native,Common,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Regulidae,Regulus satrapa,golden-crowned kinglet,Present,Native,Common,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Sittidae,Sitta canadensis,Red-breasted Nuthatch,Present,Native,Uncommon,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Sittidae,Sitta carolinensis,White-breasted Nuthatch,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Sturnidae,Sturnus vulgaris,European Starling,Present,Native,Abundant,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Troglodytidae,Cistothorus palustris,Marsh Wren,Present,Native,Uncommon,Management Priority; Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Troglodytidae,Cistothorus platensis,Sedge Wren,Present,Native,Rare,Management Priority; Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Troglodytidae,Thryothorus ludovicianus,Carolina Wren,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Troglodytidae,Troglodytes aedon,House Wren,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Troglodytidae,Troglodytes troglodytes,Winter Wren,Present,Native,Rare,Management Priority; Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Turdidae,Catharus fuscescens,Veery,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Turdidae,Catharus guttatus,Hermit Thrush,Present,Native,Uncommon,Management Priority; Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Turdidae,Catharus minimus,Gray-cheeked Thrush,Present,Native,Common,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Turdidae,Catharus ustulatus,Swainson's Thrush,Present,Native,Common,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Turdidae,Hylocichla mustelina,Wood Thrush,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Turdidae,Sialia sialis,Eastern Bluebird,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Turdidae,Turdus migratorius,American Robin,Present,Native,Abundant,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Tyrannidae,Contopus borealis,Olive-sided Flycatcher,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Tyrannidae,Contopus virens,Eastern Wood-pewee,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Tyrannidae,Empidonax alnorum,alder flycatcher,Present,Native,Uncommon,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Tyrannidae,Empidonax flaviventris,Yellow-bellied Flycatcher,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Tyrannidae,Empidonax minimus,Least Flycatcher,Present,Native,Uncommon,Management Priority; Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Tyrannidae,Empidonax virescens,Acadian Flycatcher,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Tyrannidae,Myiarchus crinitus,Great Crested Flycatcher,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Tyrannidae,Sayornis phoebe,Eastern Phoebe,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Tyrannidae,Tyrannus tyrannus,Eastern Kingbird,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Tyrannidae,Tyrannus verticalis,western kingbird,Present,Non-native,Occasional,Vagrant
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Vireonidae,Vireo flavifrons,Yellow-throated Vireo,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Vireonidae,Vireo gilvus,Warbling Vireo,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Vireonidae,Vireo griseus,White-eyed Vireo,Present,Native,Uncommon,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Vireonidae,Vireo olivaceus,Red-eyed Vireo,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Vireonidae,Vireo philadelphicus,Philadelphia Vireo,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Passeriformes,Vireonidae,Vireo solitarius,"Blue-headed Vireo, Solitary Vireo",Present,Native,Rare,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Present,Native,Abundant,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Pelecaniformes,Ardeidae,Botaurus lentiginosus,American Bittern,Present,Native,Rare,Management Priority; Breeder
CUVA,Cuyahoga Valley National Park,Bird,Pelecaniformes,Ardeidae,Bubulcus ibis,cattle egret,Present,Native,Occasional,Management Priority; Vagrant
CUVA,Cuyahoga Valley National Park,Bird,Pelecaniformes,Ardeidae,Butorides striatus,Green-backed Heron,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Pelecaniformes,Ardeidae,Casmerodius albus,Great Egret,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Pelecaniformes,Ardeidae,Egretta caerulea,little blue heron,Present,Native,Occasional,Management Priority; Vagrant
CUVA,Cuyahoga Valley National Park,Bird,Pelecaniformes,Ardeidae,Ixobrychus exilis,Least Bittern,Present,Native,Rare,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Pelecaniformes,Ardeidae,Nyctanassa violacea,Yellow-crowned Night Heron,Unconfirmed,Native,Unknown,Management Priority
CUVA,Cuyahoga Valley National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-crowned Night-heron,Present,Native,Uncommon,Management Priority; Breeder
CUVA,Cuyahoga Valley National Park,Bird,Pelecaniformes,Threskiornithidae,Plegadis falcinellus,Glossy Ibis,Present,Native,Occasional,Vagrant
CUVA,Cuyahoga Valley National Park,Bird,Piciformes,Picidae,Colaptes auratus,Northern Flicker,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Piciformes,Picidae,Dryocopus pileatus,Pileated Woodpecker,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Piciformes,Picidae,Melanerpes carolinus,Red-bellied Woodpecker,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Piciformes,Picidae,Melanerpes erythrocephalus,Red-headed Woodpecker,Present,Native,Uncommon,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Piciformes,Picidae,Picoides arcticus,black-backed woodpecker,Present,Native,Occasional,Vagrant
CUVA,Cuyahoga Valley National Park,Bird,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Piciformes,Picidae,Picoides villosus,Hairy Woodpecker,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Piciformes,Picidae,Sphyrapicus varius,Yellow-bellied Sapsucker,Present,Native,Common,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Podicipediformes,Podicipedidae,Podiceps auritus,horned grebe,Present,Native,Rare,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Podicipediformes,Podicipedidae,Podiceps grisegena,red-necked grebe,Present,Native,Occasional,Vagrant
CUVA,Cuyahoga Valley National Park,Bird,Podicipediformes,Podicipedidae,Podilymbus podiceps,Pied-billed Grebe,Present,Native,Common,Migratory
CUVA,Cuyahoga Valley National Park,Bird,Strigiformes,Strigidae,Aegolius acadicus,Northern Saw-whet Owl,Present,Native,Rare,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Strigiformes,Strigidae,Asio flammeus,short-eared owl,Present,Native,Occasional,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-eared Owl,Present,Native,Rare,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Strigiformes,Strigidae,Bubo virginianus,Great Horned Owl,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Strigiformes,Strigidae,Nyctea scandiaca,snowy owl,Present,Native,Occasional,Vagrant
CUVA,Cuyahoga Valley National Park,Bird,Strigiformes,Strigidae,Otus asio,Eastern Screech-owl,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Strigiformes,Strigidae,Strix varia,Barred Owl,Present,Native,Common,Breeder
CUVA,Cuyahoga Valley National Park,Bird,Strigiformes,Tytonidae,Tyto alba,Barn Owl,Present,Native,Rare,Management Priority; Migratory
CUVA,Cuyahoga Valley National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-crested Cormorant,Present,Native,Uncommon,Migratory
CUVA,Cuyahoga Valley National Park,Reptile,Squamata,Colubridae,Coluber constrictor,"Black Racer, Racer",Present,Native,Uncommon,Breeder
